zipcode,sort_code_1,sort_code_2,sort_code_3,sort_code_4,arr_cnpo_nm,deliv_po_nm,course_no
25627,C2,210,06,10,강릉M,강릉,060
25630,C2,210,06,29,강릉M,강릉,060
25620,C2,210,06,09,강릉M,강릉,060
25632,C2,210,06,23,강릉M,강릉,060
25626,C2,210,06,10,강릉M,강릉,060
25628,C2,210,06,11,강릉M,강릉,060
25629,C2,210,06,10,강릉M,강릉,060
25631,C2,210,06,06,강릉M,강릉,060
25618,C2,210,06,09,강릉M,강릉,060
25467,C2,210,02,22,강릉M,강릉,021
25466,C2,210,02,22,강릉M,강릉,021
25460,C2,210,02,22,강릉M,강릉,021
25557,C2,210,02,16,강릉M,강릉,021
25468,C2,210,02,22,강릉M,강릉,021
25556,C2,210,02,16,강릉M,강릉,000
25561,C2,210,03,47,강릉M,강릉,021
25559,C2,210,02,16,강릉M,강릉,021
25560,C2,210,02,31,강릉M,강릉,021
25493,C2,210,04,36,강릉M,강릉,047
25502,C2,210,04,08,강릉M,강릉,045
25495,C2,210,04,23,강릉M,강릉,016
25490,C2,210,04,36,강릉M,강릉,016
25515,C2,210,04,22,강릉M,강릉,047
25473,C2,210,04,36,강릉M,강릉,025
25508,C2,210,04,30,강릉M,강릉,047
25501,C2,210,04,09,강릉M,강릉,045
25510,C2,210,04,30,강릉M,강릉,047
25488,C2,210,04,36,강릉M,강릉,032
25518,C2,210,04,09,강릉M,강릉,045
25503,C2,210,04,07,강릉M,강릉,045
25498,C2,210,04,23,강릉M,강릉,016
25491,C2,210,04,07,강릉M,강릉,045
25531,C2,210,04,07,강릉M,강릉,045
25504,C2,210,04,08,강릉M,강릉,045
25505,C2,210,04,08,강릉M,강릉,045
25506,C2,210,04,09,강릉M,강릉,045
25551,C2,210,04,07,강릉M,강릉,045
25528,C2,210,04,09,강릉M,강릉,045
25494,C2,210,04,08,강릉M,강릉,013
25500,C2,210,04,37,강릉M,강릉,016
25514,C2,210,04,39,강릉M,강릉,045
25511,C2,210,04,22,강릉M,강릉,047
25507,C2,210,04,22,강릉M,강릉,047
25527,C2,210,04,09,강릉M,강릉,045
25517,C2,210,04,39,강릉M,강릉,046
25509,C2,210,04,30,강릉M,강릉,047
25474,C2,210,04,36,강릉M,강릉,016
25513,C2,210,04,30,강릉M,강릉,047
25526,C2,210,04,09,강릉M,강릉,045
25530,C2,210,04,07,강릉M,강릉,045
25475,C2,210,04,23,강릉M,강릉,025
25476,C2,210,04,36,강릉M,강릉,025
25472,C2,210,02,15,강릉M,강릉,025
25529,C2,210,04,07,강릉M,강릉,045
25512,C2,210,04,22,강릉M,강릉,047
25489,C2,210,04,36,강릉M,강릉,032
25499,C2,210,04,23,강릉M,강릉,016
25496,C2,210,04,23,강릉M,강릉,047
25516,C2,210,04,22,강릉M,강릉,047
25465,C2,210,04,30,강릉M,강릉,047
25497,C2,210,04,38,강릉M,강릉,016
25622,C2,210,05,07,강릉M,강릉,050
25624,C2,210,05,12,강릉M,강릉,050
25623,C2,210,05,12,강릉M,강릉,050
25625,C2,210,06,11,강릉M,강릉,060
25621,C2,210,05,27,강릉M,강릉,050
25539,C2,210,01,10,강릉M,강릉,016
25540,C2,210,01,10,강릉M,강릉,016
25541,C2,210,01,05,강릉M,강릉,016
25543,C2,210,01,02,강릉M,강릉,016
25464,C2,210,04,26,강릉M,강릉,047
25463,C2,210,08,26,강릉M,강릉,080
25462,C2,210,04,25,강릉M,강릉,045
25538,C2,210,01,01,강릉M,강릉,011
25537,C2,210,01,01,강릉M,강릉,011
25535,C2,210,01,00,강릉M,강릉,010
25617,C2,210,03,47,강릉M,강릉,038
25585,C2,210,03,24,강릉M,강릉,030
25604,C2,210,00,00,강릉M,강릉,037
25601,C2,210,03,24,강릉M,강릉,037
25603,C2,210,03,47,강릉M,강릉,037
25597,C2,210,03,35,강릉M,강릉,034
25596,C2,210,03,35,강릉M,강릉,034
25602,C2,210,03,47,강릉M,강릉,037
25595,C2,210,03,25,강릉M,강릉,034
25590,C2,210,03,23,강릉M,강릉,034
25612,C2,210,05,12,강릉M,강릉,034
25610,C2,210,03,25,강릉M,강릉,034
25592,C2,210,00,00,강릉M,강릉,000
25589,C2,210,03,13,강릉M,강릉,032
25584,C2,210,03,13,강릉M,강릉,032
25588,C2,210,03,13,강릉M,강릉,032
25591,C2,210,03,23,강릉M,강릉,032
25594,C2,210,03,25,강릉M,강릉,034
25593,C2,210,03,25,강릉M,강릉,034
25586,C2,210,03,25,강릉M,강릉,034
25587,C2,210,03,13,강릉M,강릉,034
25605,C2,210,03,24,강릉M,강릉,037
25611,C2,210,03,23,강릉M,강릉,034
25607,C2,210,05,07,강릉M,강릉,050
25452,C2,210,04,26,강릉M,강릉,046
25451,C2,210,04,26,강릉M,강릉,046
25453,C2,210,04,21,강릉M,강릉,046
25440,C2,210,04,26,강릉M,강릉,046
25573,C2,210,03,28,강릉M,강릉,038
25575,C2,210,03,47,강릉M,강릉,038
25534,C2,210,01,01,강릉M,강릉,011
25606,C2,210,05,12,강릉M,강릉,050
25608,C2,210,05,12,강릉M,강릉,050
25574,C2,210,03,47,강릉M,강릉,038
25437,C2,210,05,17,강릉M,강릉,050
25439,C2,210,05,17,강릉M,강릉,050
25436,C2,210,05,18,강릉M,강릉,050
25438,C2,210,05,17,강릉M,강릉,050
25435,C2,210,05,00,강릉M,강릉,050
25441,C2,210,05,18,강릉M,강릉,050
25459,C2,210,05,18,강릉M,강릉,050
25434,C2,210,05,17,강릉M,강릉,050
25544,C2,210,01,02,강릉M,강릉,016
25542,C2,210,01,02,강릉M,강릉,016
25555,C2,210,01,05,강릉M,강릉,016
25533,C2,210,01,02,강릉M,강릉,013
25448,C2,210,05,22,강릉M,강릉,050
25450,C2,210,05,33,강릉M,강릉,050
25445,C2,210,05,28,강릉M,강릉,050
25449,C2,210,05,27,강릉M,강릉,050
25521,C2,210,01,00,강릉M,강릉,010
25442,C2,210,05,20,강릉M,강릉,050
25446,C2,210,05,22,강릉M,강릉,050
25443,C2,210,05,20,강릉M,강릉,050
25444,C2,210,05,20,강릉M,강릉,050
25447,C2,210,05,22,강릉M,강릉,050
25558,C2,210,02,16,강릉M,강릉,021
25563,C2,210,02,00,강릉M,강릉,020
25562,C2,210,05,22,강릉M,강릉,021
25469,C2,210,02,21,강릉M,강릉,025
25609,C2,210,06,09,강릉M,강릉,060
25613,C2,210,06,09,강릉M,강릉,060
25461,C2,210,04,25,강릉M,강릉,045
25428,C2,210,07,41,강릉M,강릉,070
25431,C2,210,07,41,강릉M,강릉,070
25429,C2,210,07,41,강릉M,강릉,070
25400,C2,210,07,41,강릉M,강릉,070
25432,C2,210,07,41,강릉M,강릉,070
25430,C2,210,07,41,강릉M,강릉,070
25433,C2,210,07,41,강릉M,강릉,070
25427,C2,210,07,41,강릉M,강릉,070
25426,C2,210,07,41,강릉M,강릉,070
25633,C2,210,06,23,강릉M,강릉,060
25638,C2,210,06,26,강릉M,강릉,060
25646,C2,210,06,24,강릉M,강릉,060
25635,C2,210,06,24,강릉M,강릉,060
25637,C2,210,06,26,강릉M,강릉,060
25645,C2,210,06,25,강릉M,강릉,060
25634,C2,210,06,24,강릉M,강릉,060
25636,C2,210,06,24,강릉M,강릉,060
25552,C2,210,01,06,강릉M,강릉,013
25553,C2,210,01,05,강릉M,강릉,016
25554,C2,210,01,05,강릉M,강릉,016
25549,C2,210,01,06,강릉M,강릉,013
25550,C2,210,01,06,강릉M,강릉,013
25644,C2,210,05,32,강릉M,강릉,050
25642,C2,210,05,33,강릉M,강릉,050
25639,C2,210,05,28,강릉M,강릉,050
25640,C2,210,05,28,강릉M,강릉,050
25643,C2,210,05,32,강릉M,강릉,050
25641,C2,210,05,28,강릉M,강릉,050
25614,C2,210,06,09,강릉M,강릉,060
25619,C2,210,06,09,강릉M,강릉,060
25456,C2,210,00,00,강릉M,강릉,000
25458,C2,210,04,21,강릉M,강릉,046
25457,C2,210,04,21,강릉M,강릉,046
25532,C2,210,01,04,강릉M,강릉,013
25579,C2,210,03,00,강릉M,강릉,030
25578,C2,210,03,00,강릉M,강릉,030
25577,C2,210,03,28,강릉M,강릉,038
25576,C2,210,03,35,강릉M,강릉,038
25583,C2,210,03,34,강릉M,강릉,032
25615,C2,210,03,35,강릉M,강릉,038
25581,C2,210,03,17,강릉M,강릉,032
25580,C2,210,03,17,강릉M,강릉,032
25616,C2,210,03,35,강릉M,강릉,038
25582,C2,210,03,17,강릉M,강릉,032
25416,C2,210,07,43,강릉M,강릉,070
25425,C2,210,07,42,강릉M,강릉,070
25418,C2,210,07,43,강릉M,강릉,070
25422,C2,210,07,41,강릉M,강릉,070
25423,C2,210,07,42,강릉M,강릉,070
25421,C2,210,07,42,강릉M,강릉,070
25420,C2,210,07,43,강릉M,강릉,070
25415,C2,210,07,43,강릉M,강릉,070
25414,C2,210,07,43,강릉M,강릉,000
25424,C2,210,07,00,강릉M,강릉,070
25413,C2,210,07,43,강릉M,강릉,070
25419,C2,210,07,43,강릉M,강릉,070
25417,C2,210,07,43,강릉M,강릉,070
25405,C2,210,07,44,강릉M,강릉,070
25401,C2,210,07,42,강릉M,강릉,070
25402,C2,210,07,42,강릉M,강릉,070
25408,C2,210,07,44,강릉M,강릉,070
25411,C2,210,07,44,강릉M,강릉,070
25412,C2,210,07,44,강릉M,강릉,070
25406,C2,210,07,44,강릉M,강릉,070
25404,C2,210,07,44,강릉M,강릉,070
25410,C2,210,07,44,강릉M,강릉,070
25409,C2,210,07,44,강릉M,강릉,070
25407,C2,210,07,44,강릉M,강릉,070
25403,C2,210,07,44,강릉M,강릉,070
25454,C2,210,04,21,강릉M,강릉,046
25455,C2,210,04,21,강릉M,강릉,046
25470,C2,210,02,22,강릉M,강릉,021
25471,C2,210,02,15,강릉M,강릉,025
25567,C2,210,02,18,강릉M,강릉,024
25568,C2,210,02,18,강릉M,강릉,024
25565,C2,210,02,19,강릉M,강릉,024
25548,C2,210,02,11,강릉M,강릉,024
25485,C2,210,02,15,강릉M,강릉,025
25492,C2,210,02,20,강릉M,강릉,025
25546,C2,210,02,12,강릉M,강릉,024
25482,C2,210,02,21,강릉M,강릉,025
25477,C2,210,02,20,강릉M,강릉,025
25570,C2,210,02,11,강릉M,강릉,024
25478,C2,210,02,20,강릉M,강릉,025
25572,C2,210,02,18,강릉M,강릉,024
25571,C2,210,02,18,강릉M,강릉,024
25484,C2,210,02,21,강릉M,강릉,025
25566,C2,210,02,18,강릉M,강릉,024
25480,C2,210,02,19,강릉M,강릉,025
25487,C2,210,02,20,강릉M,강릉,025
25547,C2,210,02,11,강릉M,강릉,024
25569,C2,210,02,18,강릉M,강릉,024
25545,C2,210,02,12,강릉M,강릉,024
25486,C2,210,02,20,강릉M,강릉,025
25481,C2,210,02,21,강릉M,강릉,025
25479,C2,210,02,19,강릉M,강릉,025
25483,C2,210,02,21,강릉M,강릉,025
25564,C2,210,02,11,강릉M,강릉,021
25522,C2,210,01,03,강릉M,강릉,011
25523,C2,210,01,24,강릉M,강릉,011
25524,C2,210,01,24,강릉M,강릉,011
25520,C2,210,05,22,강릉M,강릉,011
25525,C2,210,01,03,강릉M,강릉,013
25536,C2,210,01,24,강릉M,강릉,013
25519,C2,210,01,03,강릉M,강릉,013
25598,C2,210,03,47,강릉M,강릉,037
25600,C2,210,03,47,강릉M,강릉,037
25599,C2,210,03,47,강릉M,강릉,037
24728,C2,219,01,02,강릉M,간성,010
24727,C2,219,01,03,강릉M,간성,010
24741,C2,219,01,03,강릉M,간성,010
24726,C2,219,01,02,강릉M,간성,010
24738,C2,219,01,01,강릉M,간성,010
24736,C2,219,01,00,강릉M,간성,010
24731,C2,219,01,01,강릉M,간성,010
24733,C2,219,01,01,강릉M,간성,010
24725,C2,219,01,02,강릉M,간성,010
24729,C2,219,01,02,강릉M,간성,010
24730,C2,219,01,02,강릉M,간성,010
24735,C2,219,01,02,강릉M,간성,010
24732,C2,219,01,01,강릉M,간성,010
24737,C2,219,01,01,강릉M,간성,010
24734,C2,219,01,03,강릉M,간성,010
24740,C2,219,01,02,강릉M,간성,010
24742,C2,219,05,13,강릉M,간성,050
24739,C2,219,01,00,강릉M,간성,010
24718,C2,219,03,00,강릉M,간성,030
24713,C2,219,03,00,강릉M,간성,030
24720,C2,219,04,11,강릉M,간성,040
24716,C2,219,04,11,강릉M,간성,040
24711,C2,219,03,09,강릉M,간성,030
24715,C2,219,03,10,강릉M,간성,030
24712,C2,219,03,08,강릉M,간성,030
24719,C2,219,03,10,강릉M,간성,030
24717,C2,219,03,09,강릉M,간성,030
24714,C2,219,03,08,강릉M,간성,030
24710,C2,219,03,10,강릉M,간성,030
24708,C2,219,03,08,강릉M,간성,030
24723,C2,219,03,00,강릉M,간성,030
24722,C2,219,03,10,강릉M,간성,030
24724,C2,219,03,10,강릉M,간성,030
24709,C2,219,01,12,강릉M,간성,010
24721,C2,219,04,11,강릉M,간성,030
24744,C2,219,02,04,강릉M,간성,020
24745,C2,219,02,04,강릉M,간성,020
24747,C2,219,02,05,강릉M,간성,020
24748,C2,219,02,05,강릉M,간성,020
24752,C2,219,02,06,강릉M,간성,020
24750,C2,219,02,05,강릉M,간성,020
24751,C2,219,02,06,강릉M,간성,020
24749,C2,219,02,06,강릉M,간성,020
24746,C2,219,02,04,강릉M,간성,020
24743,C2,219,02,04,강릉M,간성,020
24755,C2,219,06,30,강릉M,간성,060
24754,C2,219,06,30,강릉M,간성,060
24760,C2,219,06,30,강릉M,간성,060
24756,C2,217,06,30,강릉M,속초,060
24761,C2,219,06,30,강릉M,간성,060
24762,C2,219,06,40,강릉M,간성,060
24765,C2,219,06,40,강릉M,간성,060
24764,C2,217,01,00,강릉M,속초,010
24766,C2,219,06,40,강릉M,간성,060
24767,C2,219,06,40,강릉M,간성,060
24763,C2,217,06,40,강릉M,속초,060
24769,C2,219,06,40,강릉M,간성,060
24768,C2,219,06,40,강릉M,간성,060
24757,C2,219,06,40,강릉M,간성,060
24758,C2,219,06,30,강릉M,간성,060
24759,C2,219,06,30,강릉M,간성,060
24770,C2,219,06,40,강릉M,간성,060
24753,C2,219,06,30,강릉M,간성,060
24701,C2,219,01,12,강릉M,간성,010
24703,C2,219,04,11,강릉M,간성,010
24704,C2,219,04,11,강릉M,간성,040
24706,C2,219,04,11,강릉M,간성,040
24702,C2,219,01,12,강릉M,간성,010
24707,C2,219,01,12,강릉M,간성,010
24705,C2,219,04,11,강릉M,간성,040
25703,C2,240,01,41,강릉M,동해,010
25791,C2,240,03,46,강릉M,동해,030
25792,C2,240,03,46,강릉M,동해,030
25817,C2,240,03,46,강릉M,동해,030
25813,C2,240,02,44,강릉M,동해,020
25790,C2,240,03,46,강릉M,동해,030
25793,C2,240,03,46,강릉M,동해,030
25798,C2,240,03,35,강릉M,동해,030
25799,C2,240,03,46,강릉M,동해,030
25796,C2,240,03,46,강릉M,동해,030
25794,C2,240,03,46,강릉M,동해,030
25797,C2,240,03,46,강릉M,동해,030
25795,C2,240,03,46,강릉M,동해,030
25818,C2,240,03,45,강릉M,동해,030
25810,C2,240,03,46,강릉M,동해,032
25811,C2,240,03,46,강릉M,동해,032
25808,C2,240,03,46,강릉M,동해,032
25812,C2,240,03,46,강릉M,동해,032
25822,C2,240,03,46,강릉M,동해,030
25820,C2,240,03,46,강릉M,동해,030
25821,C2,240,03,00,강릉M,동해,030
25816,C2,240,03,46,강릉M,동해,030
25814,C2,240,03,46,강릉M,동해,030
25743,C2,240,03,45,강릉M,동해,030
25707,C2,240,01,41,강릉M,동해,010
25708,C2,240,01,41,강릉M,동해,010
25806,C2,240,03,45,강릉M,동해,032
25803,C2,240,00,00,강릉M,동해,000
25807,C2,240,03,45,강릉M,동해,032
25805,C2,240,03,45,강릉M,동해,030
25704,C2,240,01,41,강릉M,동해,010
25701,C2,240,01,41,강릉M,동해,010
25700,C2,240,01,41,강릉M,동해,010
25705,C2,240,01,41,강릉M,동해,010
25709,C2,240,01,41,강릉M,동해,010
25716,C2,240,01,41,강릉M,동해,010
25711,C2,240,01,41,강릉M,동해,010
25717,C2,240,01,41,강릉M,동해,010
25718,C2,240,01,01,강릉M,동해,010
25710,C2,240,01,41,강릉M,동해,010
25715,C2,240,01,41,강릉M,동해,010
25740,C2,240,01,00,강릉M,동해,010
25726,C2,240,01,41,강릉M,동해,010
25723,C2,240,01,41,강릉M,동해,010
25721,C2,240,01,41,강릉M,동해,010
25720,C2,240,01,41,강릉M,동해,010
25706,C2,240,00,00,강릉M,동해,010
25719,C2,240,01,41,강릉M,동해,010
25728,C2,240,01,00,강릉M,동해,010
25727,C2,240,01,41,강릉M,동해,010
25713,C2,240,01,41,강릉M,동해,010
25729,C2,240,00,00,강릉M,동해,010
25722,C2,240,01,41,강릉M,동해,010
25724,C2,240,01,41,강릉M,동해,010
25732,C2,240,01,41,강릉M,동해,010
25725,C2,240,01,41,강릉M,동해,010
25731,C2,240,01,41,강릉M,동해,010
25714,C2,240,01,41,강릉M,동해,010
25712,C2,240,01,41,강릉M,동해,010
25730,C2,240,01,41,강릉M,동해,010
25734,C2,240,01,42,강릉M,동해,012
25733,C2,240,01,42,강릉M,동해,012
25741,C2,240,01,42,강릉M,동해,012
25735,C2,240,01,42,강릉M,동해,012
25736,C2,240,01,42,강릉M,동해,012
25738,C2,240,01,42,강릉M,동해,012
25815,C2,240,03,46,강릉M,동해,030
25742,C2,240,03,45,강릉M,동해,030
25746,C2,240,03,45,강릉M,동해,030
25744,C2,240,03,45,강릉M,동해,030
25745,C2,240,03,45,강릉M,동해,030
25789,C2,240,02,44,강릉M,동해,020
25785,C2,240,02,44,강릉M,동해,020
25787,C2,240,02,44,강릉M,동해,020
25786,C2,240,02,44,강릉M,동해,020
25779,C2,283,88,88,강릉M,604군,880
25788,C2,240,02,44,강릉M,동해,020
25776,C2,240,02,44,강릉M,동해,020
25809,C2,240,03,46,강릉M,동해,030
25804,C2,240,03,45,강릉M,동해,030
25702,C2,240,01,41,강릉M,동해,010
25780,C2,240,02,44,강릉M,동해,020
25783,C2,240,02,00,강릉M,동해,020
25784,C2,240,02,44,강릉M,동해,020
25819,C2,240,03,46,강릉M,동해,030
25801,C2,240,03,45,강릉M,동해,030
25800,C2,240,03,45,강릉M,동해,032
25777,C2,240,02,44,강릉M,동해,021
25752,C2,240,02,00,강릉M,동해,020
25775,C2,240,02,44,강릉M,동해,021
25756,C2,240,02,43,강릉M,동해,020
25768,C2,240,02,44,강릉M,동해,021
25758,C2,240,02,43,강릉M,동해,020
25778,C2,240,02,44,강릉M,동해,021
25770,C2,240,02,44,강릉M,동해,021
25750,C2,240,01,41,강릉M,동해,012
25771,C2,240,02,00,강릉M,동해,020
25769,C2,240,00,00,강릉M,동해,000
25764,C2,240,02,43,강릉M,동해,020
25766,C2,240,02,43,강릉M,동해,020
25761,C2,240,02,43,강릉M,동해,020
25781,C2,240,02,44,강릉M,동해,020
25755,C2,240,02,43,강릉M,동해,020
25760,C2,240,02,43,강릉M,동해,020
25753,C2,240,02,44,강릉M,동해,020
25759,C2,240,02,43,강릉M,동해,020
25772,C2,240,02,43,강릉M,동해,020
25763,C2,240,02,43,강릉M,동해,020
25782,C2,240,02,44,강릉M,동해,020
25754,C2,240,02,43,강릉M,동해,020
25773,C2,240,02,43,강릉M,동해,020
25767,C2,240,02,43,강릉M,동해,020
25757,C2,240,02,43,강릉M,동해,020
25765,C2,240,02,43,강릉M,동해,020
25747,C2,240,01,42,강릉M,동해,012
25749,C2,240,01,42,강릉M,동해,012
25748,C2,240,01,42,강릉M,동해,012
25774,C2,240,02,43,강릉M,동해,020
25737,C2,240,01,41,강릉M,동해,010
25751,C2,240,01,42,강릉M,동해,012
25739,C2,240,01,42,강릉M,동해,010
25802,C2,240,03,45,강릉M,동해,032
25953,C2,246,41,01,강릉M,호산,410
25954,C2,246,41,01,강릉M,호산,410
25955,C2,246,41,01,강릉M,호산,410
25909,C2,245,01,01,강릉M,삼척,012
25908,C2,245,01,01,강릉M,삼척,012
25919,C2,245,01,02,강릉M,삼척,020
25923,C2,245,01,03,강릉M,삼척,011
25912,C2,245,01,03,강릉M,삼척,012
25915,C2,245,01,03,강릉M,삼척,012
25913,C2,245,01,03,강릉M,삼척,012
25910,C2,245,01,13,강릉M,삼척,020
25916,C2,245,01,03,강릉M,삼척,010
25911,C2,245,01,31,강릉M,삼척,012
25914,C2,245,01,23,강릉M,삼척,020
25928,C2,245,02,13,강릉M,삼척,010
25925,C2,245,02,32,강릉M,삼척,011
25924,C2,245,01,03,강릉M,삼척,011
25936,C2,245,02,01,강릉M,삼척,020
25933,C2,245,02,01,강릉M,삼척,000
25934,C2,245,02,01,강릉M,삼척,020
25937,C2,245,02,01,강릉M,삼척,020
25932,C2,245,02,00,강릉M,삼척,020
25935,C2,245,02,01,강릉M,삼척,020
25938,C2,245,02,01,강릉M,삼척,020
25921,C2,245,01,22,강릉M,삼척,010
25930,C2,245,01,06,강릉M,삼척,010
25922,C2,245,01,04,강릉M,삼척,010
25929,C2,245,01,04,강릉M,삼척,011
25920,C2,245,01,22,강릉M,삼척,010
25940,C2,245,02,05,강릉M,삼척,020
25941,C2,245,02,01,강릉M,삼척,020
25939,C2,245,02,05,강릉M,삼척,020
25917,C2,245,01,23,강릉M,삼척,010
25906,C2,245,02,06,강릉M,삼척,020
25945,C2,247,41,01,강릉M,도계,410
25952,C2,247,12,00,강릉M,도계,120
25946,C2,247,41,01,강릉M,도계,410
25947,C2,247,41,01,강릉M,도계,410
25948,C2,247,41,01,강릉M,도계,410
25944,C2,247,12,06,강릉M,도계,120
25951,C2,247,41,01,강릉M,도계,410
25950,C2,247,41,01,강릉M,도계,410
25949,C2,247,41,01,강릉M,도계,410
25907,C2,245,02,07,강릉M,삼척,020
25903,C2,245,02,10,강릉M,삼척,020
25905,C2,245,02,10,강릉M,삼척,020
25904,C2,245,02,10,강릉M,삼척,020
25942,C2,245,02,10,강릉M,삼척,020
25943,C2,247,12,06,강릉M,도계,120
25931,C2,245,02,21,강릉M,삼척,010
25918,C2,245,01,23,강릉M,삼척,010
25956,C2,246,41,01,강릉M,호산,410
25959,C2,246,41,01,강릉M,호산,410
25960,C2,246,41,01,강릉M,호산,410
25957,C2,246,41,01,강릉M,호산,410
25961,C2,246,41,01,강릉M,호산,410
25958,C2,246,41,01,강릉M,호산,410
25926,C2,245,02,24,강릉M,삼척,010
25927,C2,245,02,21,강릉M,삼척,010
25900,C2,202,13,01,강릉M,하장,130
25901,C2,202,13,01,강릉M,하장,130
25902,C2,202,13,03,강릉M,하장,130
24854,C2,217,11,25,강릉M,속초,110
24858,C2,217,08,42,강릉M,속초,081
24836,C2,217,11,26,강릉M,속초,110
24863,C2,217,08,42,강릉M,속초,081
24835,C2,217,11,45,강릉M,속초,110
24847,C2,217,11,46,강릉M,속초,110
24844,C2,217,11,45,강릉M,속초,110
24860,C2,217,08,42,강릉M,속초,081
24839,C2,217,11,45,강릉M,속초,110
24829,C2,217,11,46,강릉M,속초,110
24845,C2,217,11,45,강릉M,속초,110
24853,C2,217,11,25,강릉M,속초,110
24862,C2,217,08,42,강릉M,속초,081
24812,C2,217,11,42,강릉M,속초,050
24855,C2,217,11,42,강릉M,속초,110
24851,C2,217,11,25,강릉M,속초,110
24850,C2,217,11,45,강릉M,속초,110
24852,C2,217,11,25,강릉M,속초,110
24846,C2,217,11,46,강릉M,속초,110
24838,C2,217,11,26,강릉M,속초,110
24857,C2,217,05,42,강릉M,속초,050
24856,C2,217,05,42,강릉M,속초,050
24842,C2,217,11,46,강릉M,속초,110
24843,C2,217,11,46,강릉M,속초,110
24848,C2,217,08,45,강릉M,속초,081
24816,C2,217,07,46,강릉M,속초,140
24819,C2,217,11,42,강릉M,속초,110
24849,C2,217,08,45,강릉M,속초,081
24802,C2,217,11,40,강릉M,속초,110
24820,C2,217,11,45,강릉M,속초,110
24817,C2,217,11,44,강릉M,속초,110
24815,C2,217,11,45,강릉M,속초,110
24818,C2,217,11,44,강릉M,속초,110
24861,C2,217,11,42,강릉M,속초,110
24841,C2,217,11,46,강릉M,속초,110
24840,C2,217,11,46,강릉M,속초,110
24831,C2,217,11,46,강릉M,속초,110
24832,C2,217,11,46,강릉M,속초,110
24833,C2,217,11,46,강릉M,속초,110
24837,C2,217,11,26,강릉M,속초,110
24834,C2,217,11,46,강릉M,속초,110
24814,C2,217,07,46,강릉M,속초,140
24813,C2,217,07,46,강릉M,속초,071
24806,C2,217,11,46,강릉M,속초,110
24830,C2,217,11,46,강릉M,속초,110
24828,C2,217,11,46,강릉M,속초,110
24867,C2,217,08,42,강릉M,속초,081
24859,C2,217,08,42,강릉M,속초,081
24866,C2,217,08,25,강릉M,속초,081
24868,C2,217,08,42,강릉M,속초,081
24800,C2,217,08,25,강릉M,속초,081
24865,C2,217,08,42,강릉M,속초,081
24864,C2,217,08,42,강릉M,속초,081
24902,C2,217,03,42,강릉M,속초,140
24899,C2,217,03,42,강릉M,속초,140
24901,C2,217,03,42,강릉M,속초,140
24900,C2,217,03,42,강릉M,속초,140
24888,C2,217,03,42,강릉M,속초,140
24904,C2,217,03,42,강릉M,속초,140
24824,C2,217,11,46,강릉M,속초,110
24811,C2,217,11,46,강릉M,속초,110
24825,C2,217,11,46,강릉M,속초,110
24827,C2,217,11,46,강릉M,속초,110
24821,C2,217,11,46,강릉M,속초,110
24823,C2,217,11,46,강릉M,속초,110
24822,C2,217,11,46,강릉M,속초,110
24826,C2,217,11,46,강릉M,속초,110
24903,C2,217,03,42,강릉M,속초,140
24807,C2,217,07,30,강릉M,속초,140
24809,C2,217,07,30,강릉M,속초,140
24808,C2,217,07,30,강릉M,속초,140
24810,C2,217,07,30,강릉M,속초,140
24803,C2,217,11,40,강릉M,속초,110
24805,C2,217,11,40,강릉M,속초,110
24801,C2,217,11,42,강릉M,속초,110
24804,C2,217,11,40,강릉M,속초,110
24892,C2,217,03,42,강릉M,속초,140
24886,C2,217,03,42,강릉M,속초,140
24887,C2,217,03,42,강릉M,속초,140
24891,C2,217,03,42,강릉M,속초,140
24871,C2,217,03,42,강릉M,속초,110
24872,C2,217,03,42,강릉M,속초,140
24869,C2,217,03,42,강릉M,속초,110
24894,C2,217,03,42,강릉M,속초,110
24870,C2,217,03,42,강릉M,속초,140
24873,C2,217,03,42,강릉M,속초,050
24897,C2,217,05,47,강릉M,속초,050
24896,C2,217,03,42,강릉M,속초,050
24895,C2,217,03,42,강릉M,속초,140
24885,C2,217,03,42,강릉M,속초,140
24878,C2,217,03,42,강릉M,속초,140
24898,C2,217,05,48,강릉M,속초,050
24877,C2,217,03,42,강릉M,속초,110
24874,C2,217,03,42,강릉M,속초,140
24876,C2,217,03,42,강릉M,속초,050
24893,C2,217,03,42,강릉M,속초,140
24875,C2,217,03,42,강릉M,속초,050
24879,C2,217,03,42,강릉M,속초,110
24881,C2,217,03,42,강릉M,속초,050
24890,C2,217,03,42,강릉M,속초,110
24880,C2,217,03,42,강릉M,속초,140
24882,C2,217,03,42,강릉M,속초,140
24884,C2,217,03,42,강릉M,속초,030
24883,C2,217,03,42,강릉M,속초,140
24552,C1,255,02,03,원주M,양구,001
24557,C1,255,02,03,원주M,양구,003
24558,C1,255,02,03,원주M,양구,003
24556,C1,255,02,03,원주M,양구,002
24560,C1,255,02,03,원주M,양구,002
24555,C1,255,02,03,원주M,양구,002
24517,C1,255,02,03,원주M,양구,003
24553,C1,255,02,03,원주M,양구,001
24554,C1,255,02,03,원주M,양구,001
24559,C1,255,02,03,원주M,양구,001
24551,C1,255,02,03,원주M,양구,001
24508,C1,255,01,02,원주M,양구,019
24509,C1,255,01,02,원주M,양구,019
24505,C1,255,01,02,원주M,양구,019
24511,C1,255,01,02,원주M,양구,019
24507,C1,255,01,02,원주M,양구,019
