zipcode,sort_code_1,sort_code_2,sort_code_3,sort_code_4,arr_cnpo_nm,deliv_po_nm,course_no
13360,B5,461,11,88,성남M,성남,095
13372,B5,461,11,90,성남M,성남,117
13384,B5,461,11,92,성남M,성남,117
13357,B5,461,11,86,성남M,성남,095
13359,B5,461,11,88,성남M,성남,095
13378,B5,461,11,92,성남M,성남,117
13363,B5,461,11,87,성남M,성남,104
13383,B5,461,11,92,성남M,성남,117
13356,B5,461,11,87,성남M,성남,104
13355,B5,461,11,55,성남M,성남,104
13370,B5,461,11,88,성남M,성남,095
13361,B5,461,11,87,성남M,성남,095
13373,B5,461,11,91,성남M,성남,117
13366,B5,461,11,89,성남M,성남,117
13362,B5,461,11,87,성남M,성남,104
13365,B5,461,11,89,성남M,성남,117
13377,B5,461,11,91,성남M,성남,117
13376,B5,461,11,91,성남M,성남,117
13371,B5,461,11,55,성남M,성남,095
13374,B5,461,11,92,성남M,성남,117
13375,B5,461,11,92,성남M,성남,117
13364,B5,461,11,55,성남M,성남,104
13367,B5,461,11,89,성남M,성남,117
13368,B5,461,11,90,성남M,성남,117
13369,B5,461,11,88,성남M,성남,095
13439,B5,461,20,49,성남M,성남,096
13380,B5,461,05,47,성남M,성남,096
13433,B5,461,20,48,성남M,성남,072
13435,B5,461,20,48,성남M,성남,072
13431,B5,461,20,48,성남M,성남,072
13432,B5,461,20,48,성남M,성남,072
13437,B5,461,05,47,성남M,성남,096
13438,B5,461,20,49,성남M,성남,096
13434,B5,461,20,48,성남M,성남,072
13436,B5,461,20,48,성남M,성남,072
13153,B5,461,07,57,성남M,성남,072
13149,B5,461,07,56,성남M,성남,072
13154,B5,461,07,57,성남M,성남,072
13152,B5,461,07,56,성남M,성남,072
13151,B5,461,07,56,성남M,성남,072
13162,B5,461,07,59,성남M,성남,077
13158,B5,461,07,60,성남M,성남,071
13150,B5,461,07,56,성남M,성남,072
13155,B5,461,07,60,성남M,성남,071
13163,B5,461,07,62,성남M,성남,071
13156,B5,461,07,59,성남M,성남,071
13164,B5,461,07,60,성남M,성남,071
13160,B5,461,07,60,성남M,성남,071
13157,B5,461,07,59,성남M,성남,071
13159,B5,461,07,60,성남M,성남,071
13252,B5,461,07,53,성남M,성남,073
13255,B5,461,07,50,성남M,성남,073
13256,B5,461,40,50,성남M,성남,400
13250,B5,461,07,51,성남M,성남,073
13258,B5,461,07,53,성남M,성남,073
13251,B5,461,07,51,성남M,성남,073
13249,B5,461,07,50,성남M,성남,073
13248,B5,461,07,50,성남M,성남,073
13387,B5,461,12,95,성남M,성남,121
13388,B5,461,12,96,성남M,성남,121
13389,B5,461,12,96,성남M,성남,121
13385,B5,461,12,95,성남M,성남,121
13409,B5,461,12,95,성남M,성남,121
13386,B5,461,12,95,성남M,성남,121
13390,B5,461,12,96,성남M,성남,121
13391,B5,461,12,95,성남M,성남,095
13407,B5,461,12,94,성남M,성남,121
13404,B5,461,12,95,성남M,성남,121
13405,B5,461,12,94,성남M,성남,121
13406,B5,461,12,97,성남M,성남,121
16643,B6,466,53,62,수원M,서수원,562
16647,B6,466,54,63,수원M,서수원,541
16649,B6,466,54,63,수원M,서수원,541
16648,B6,466,54,63,수원M,서수원,541
16602,B6,466,44,69,수원M,서수원,411
16650,B6,466,54,64,수원M,서수원,561
16641,B6,466,53,69,수원M,서수원,562
16633,B6,466,44,69,수원M,서수원,521
16623,B6,466,56,67,수원M,서수원,561
16601,B6,466,55,66,수원M,서수원,541
16646,B6,466,54,63,수원M,서수원,541
16624,B6,466,56,67,수원M,서수원,561
16642,B6,466,53,62,수원M,서수원,562
16625,B6,466,56,67,수원M,서수원,561
16668,B6,466,21,20,수원M,서수원,220
16670,B6,466,21,20,수원M,서수원,220
16672,B6,466,23,18,수원M,서수원,218
16669,B6,466,21,20,수원M,서수원,220
16667,B6,466,23,21,수원M,서수원,221
16671,B6,466,21,20,수원M,서수원,220
16409,B6,466,45,55,수원M,서수원,451
16404,B6,466,45,54,수원M,서수원,471
16406,B6,466,45,52,수원M,서수원,451
16407,B6,466,45,55,수원M,서수원,451
16408,B6,466,43,49,수원M,서수원,441
16426,B6,466,45,55,수원M,서수원,451
16371,B6,466,45,54,수원M,서수원,471
16411,B6,466,46,54,수원M,서수원,451
16412,B6,466,46,54,수원M,서수원,451
16410,B6,466,45,53,수원M,서수원,451
16414,B6,466,46,99,수원M,서수원,421
16413,B6,466,46,54,수원M,서수원,471
16415,B6,466,46,99,수원M,서수원,421
16405,B6,466,45,52,수원M,서수원,471
16582,B6,466,14,08,수원M,서수원,108
16562,B6,466,13,07,수원M,서수원,107
16571,B6,466,12,05,수원M,서수원,105
16569,B6,466,11,02,수원M,서수원,102
16568,B6,466,12,05,수원M,서수원,105
16556,B6,466,14,11,수원M,서수원,111
16564,B6,466,11,03,수원M,서수원,103
16662,B6,466,22,23,수원M,서수원,223
16565,B6,466,11,03,수원M,서수원,103
16570,B6,466,11,02,수원M,서수원,102
16555,B6,466,24,25,수원M,서수원,225
16563,B6,466,13,07,수원M,서수원,107
16666,B6,466,22,23,수원M,서수원,223
16583,B6,466,15,19,수원M,서수원,109
16585,B6,466,15,09,수원M,서수원,109
16683,B6,466,24,25,수원M,서수원,225
16558,B6,466,16,12,수원M,서수원,112
16559,B6,466,16,12,수원M,서수원,112
16560,B6,466,16,11,수원M,서수원,111
16566,B6,466,12,01,수원M,서수원,101
16557,B6,466,16,06,수원M,서수원,106
16584,B6,466,15,10,수원M,서수원,110
16665,B6,466,22,23,수원M,서수원,223
16561,B6,466,13,07,수원M,서수원,107
16581,B6,466,15,09,수원M,서수원,109
16553,B6,466,24,25,수원M,서수원,225
16663,B6,466,23,21,수원M,서수원,221
16551,B6,466,24,24,수원M,서수원,224
16552,B6,466,24,24,수원M,서수원,224
16554,B6,466,24,24,수원M,서수원,224
16550,B6,466,13,06,수원M,서수원,106
16664,B6,466,23,17,수원M,서수원,217
16567,B6,466,15,05,수원M,서수원,105
16388,B6,466,62,75,수원M,서수원,631
16385,B6,466,63,74,수원M,서수원,631
16398,B6,466,64,77,수원M,서수원,431
16392,B6,466,63,79,수원M,서수원,621
16384,B6,466,62,75,수원M,서수원,662
16391,B6,466,63,79,수원M,서수원,621
16397,B6,466,64,78,수원M,서수원,621
16390,B6,466,62,76,수원M,서수원,631
16393,B6,466,64,78,수원M,서수원,621
16381,B6,466,62,76,수원M,서수원,662
16380,B6,466,62,76,수원M,서수원,631
16399,B6,466,65,84,수원M,서수원,641
16387,B6,466,63,73,수원M,서수원,711
16389,B6,466,62,76,수원M,서수원,711
16396,B6,466,64,77,수원M,서수원,621
16383,B6,466,62,76,수원M,서수원,662
16382,B6,466,62,76,수원M,서수원,662
16374,B6,466,71,72,수원M,서수원,711
16375,B6,466,71,72,수원M,서수원,711
16364,B6,466,47,71,수원M,서수원,711
16379,B6,466,71,72,수원M,서수원,711
16376,B6,466,47,71,수원M,서수원,711
16378,B6,466,47,71,수원M,서수원,711
16377,B6,466,47,71,수원M,서수원,711
16366,B6,466,71,72,수원M,서수원,711
16372,B6,466,45,71,수원M,서수원,711
16373,B6,466,71,72,수원M,서수원,711
16661,B6,466,33,40,수원M,서수원,331
16619,B6,466,44,43,수원M,서수원,411
16618,B6,466,41,44,수원M,서수원,411
16615,B6,466,42,46,수원M,서수원,421
16620,B6,466,41,45,수원M,서수원,411
16609,B6,466,42,43,수원M,서수원,421
16617,B6,466,41,44,수원M,서수원,411
16431,B6,466,41,45,수원M,서수원,411
16613,B6,466,55,43,수원M,서수원,411
16430,B6,466,41,45,수원M,서수원,411
16621,B6,466,41,45,수원M,서수원,411
16614,B6,466,42,46,수원M,서수원,411
16428,B6,466,42,47,수원M,서수원,421
16429,B6,466,42,47,수원M,서수원,421
16608,B6,466,42,46,수원M,서수원,421
16616,B6,466,42,43,수원M,서수원,421
16427,B6,466,42,47,수원M,서수원,421
16653,B6,466,33,36,수원M,서수원,336
16459,B6,466,32,31,수원M,서수원,321
16659,B6,466,33,40,수원M,서수원,331
16586,B6,466,31,29,수원M,서수원,311
16576,B6,466,31,33,수원M,서수원,311
16588,B6,466,33,37,수원M,서수원,341
16577,B6,466,32,41,수원M,서수원,341
16461,B6,466,32,32,수원M,서수원,321
16593,B6,466,31,30,수원M,서수원,311
16651,B6,466,31,30,수원M,서수원,331
16655,B6,466,33,36,수원M,서수원,336
16656,B6,466,34,37,수원M,서수원,341
16594,B6,466,31,30,수원M,서수원,311
16587,B6,466,31,33,수원M,서수원,311
16575,B6,466,31,31,수원M,서수원,311
16590,B6,466,34,38,수원M,서수원,341
16578,B6,466,32,41,수원M,서수원,341
16591,B6,466,31,30,수원M,서수원,311
16579,B6,466,31,35,수원M,서수원,341
16589,B6,466,34,38,수원M,서수원,341
16660,B6,466,33,40,수원M,서수원,331
16572,B6,466,32,31,수원M,서수원,321
16658,B6,466,33,40,수원M,서수원,331
16652,B6,466,20,66,수원M,서수원,541
16654,B6,466,33,36,수원M,서수원,336
16595,B6,466,31,30,수원M,서수원,311
16573,B6,466,32,32,수원M,서수원,321
16574,B6,466,32,32,수원M,서수원,321
16592,B6,466,31,30,수원M,서수원,311
16580,B6,466,34,35,수원M,서수원,341
16657,B6,466,33,39,수원M,서수원,331
16632,B6,466,51,58,수원M,서수원,511
16640,B6,466,51,62,수원M,서수원,560
16634,B6,466,51,60,수원M,서수원,511
16631,B6,466,51,58,수원M,서수원,511
16639,B6,466,53,62,수원M,서수원,562
16635,B6,466,51,59,수원M,서수원,511
16637,B6,466,51,60,수원M,서수원,560
16636,B6,466,51,60,수원M,서수원,560
16638,B6,466,51,59,수원M,서수원,511
16365,B6,466,47,70,수원M,서수원,471
16367,B6,466,47,70,수원M,서수원,471
16370,B6,466,47,70,수원M,서수원,421
16368,B6,466,47,70,수원M,서수원,471
16369,B6,466,47,70,수원M,서수원,471
16607,B6,466,43,51,수원M,서수원,431
16603,B6,466,43,49,수원M,서수원,441
16604,B6,466,43,50,수원M,서수원,441
16610,B6,466,43,51,수원M,서수원,431
16403,B6,466,43,49,수원M,서수원,441
16611,B6,466,43,48,수원M,서수원,441
16626,B6,466,44,69,수원M,서수원,431
16605,B6,466,43,51,수원M,서수원,431
16606,B6,466,43,48,수원M,서수원,431
16612,B6,466,43,51,수원M,서수원,431
16597,B6,466,55,66,수원M,서수원,201
16600,B6,466,55,66,수원M,서수원,201
16599,B6,466,55,66,수원M,서수원,201
16644,B6,466,55,66,수원M,서수원,411
16596,B6,466,55,66,수원M,서수원,201
16598,B6,466,55,66,수원M,서수원,201
16645,B6,466,55,66,수원M,서수원,411
16630,B6,466,66,85,수원M,서수원,661
16400,B6,466,65,80,수원M,서수원,441
16402,B6,466,65,83,수원M,서수원,652
16386,B6,466,64,81,수원M,서수원,662
16401,B6,466,65,83,수원M,서수원,651
16629,B6,466,69,86,수원M,서수원,661
16395,B6,466,65,80,수원M,서수원,621
16394,B6,466,65,80,수원M,서수원,652
16627,B6,466,64,81,수원M,서수원,661
16628,B6,466,66,85,수원M,서수원,651
16692,B6,496,06,42,수원M,동수원,632
16681,B6,496,03,43,수원M,동수원,036
16680,B6,496,06,43,수원M,동수원,636
16690,B6,496,03,48,수원M,동수원,036
16688,B6,496,03,41,수원M,동수원,032
16685,B6,496,03,49,수원M,동수원,035
16686,B6,496,03,47,수원M,동수원,032
16684,B6,496,03,52,수원M,동수원,034
16694,B6,496,03,47,수원M,동수원,032
16714,B6,496,58,49,수원M,동수원,580
16689,B6,496,03,45,수원M,동수원,036
16687,B6,496,03,51,수원M,동수원,000
16691,B6,496,03,41,수원M,동수원,032
16693,B6,496,06,48,수원M,동수원,031
16679,B6,496,03,43,수원M,동수원,036
16546,B6,496,06,10,수원M,동수원,013
16525,B6,496,06,06,수원M,동수원,612
16544,B6,496,01,07,수원M,동수원,011
16526,B6,496,01,06,수원M,동수원,012
16549,B6,496,01,10,수원M,동수원,015
16676,B6,496,01,04,수원M,동수원,015
16531,B6,496,01,01,수원M,동수원,017
16541,B6,496,01,11,수원M,동수원,016
16540,B6,496,01,08,수원M,동수원,016
16524,B6,496,01,09,수원M,동수원,613
16539,B6,496,01,11,수원M,동수원,016
16538,B6,496,06,06,수원M,동수원,615
16537,B6,496,01,02,수원M,동수원,011
16542,B6,496,06,08,수원M,동수원,016
16678,B6,496,01,04,수원M,동수원,015
16674,B6,496,06,11,수원M,동수원,615
16545,B6,496,01,15,수원M,동수원,015
16547,B6,496,01,07,수원M,동수원,011
16548,B6,496,06,03,수원M,동수원,611
16543,B6,496,01,12,수원M,동수원,013
16532,B6,496,01,17,수원M,동수원,017
16528,B6,496,01,09,수원M,동수원,012
16533,B6,496,01,02,수원M,동수원,017
16535,B6,496,54,02,수원M,동수원,540
16530,B6,496,01,01,수원M,동수원,017
16527,B6,496,01,08,수원M,동수원,012
16677,B6,496,06,04,수원M,동수원,611
16488,B7,495,05,12,안양물,수원,054
16682,B6,496,03,52,수원M,동수원,034
16706,B6,496,02,29,수원M,동수원,024
16695,B6,496,02,21,수원M,동수원,024
16705,B6,496,02,24,수원M,동수원,025
16701,B6,496,02,21,수원M,동수원,025
16710,B6,496,02,27,수원M,동수원,022
16699,B6,496,02,33,수원M,동수원,025
16703,B6,496,54,54,수원M,동수원,540
16708,B6,496,02,28,수원M,동수원,021
16696,B6,496,02,34,수원M,동수원,024
16712,B6,496,02,23,수원M,동수원,021
16709,B6,496,02,26,수원M,동수원,021
16704,B6,496,54,22,수원M,동수원,540
16523,B6,496,02,32,수원M,동수원,024
16702,B6,496,02,21,수원M,동수원,025
16698,B6,496,02,25,수원M,동수원,027
16700,B6,496,02,25,수원M,동수원,026
16707,B6,496,02,32,수원M,동수원,028
16711,B6,496,06,27,수원M,동수원,622
16713,B6,496,06,29,수원M,동수원,622
16697,B6,496,06,30,수원M,동수원,624
16500,B6,496,04,71,수원M,동수원,046
16503,B6,496,04,71,수원M,동수원,046
16522,B6,496,04,74,수원M,동수원,041
16521,B6,496,06,74,수원M,동수원,641
16513,B6,496,04,72,수원M,동수원,000
16518,B6,496,04,69,수원M,동수원,000
16502,B6,496,04,67,수원M,동수원,046
16675,B6,496,04,76,수원M,동수원,041
16517,B6,496,55,63,수원M,동수원,550
16514,B6,496,54,73,수원M,동수원,540
16520,B6,496,04,74,수원M,동수원,047
16515,B6,496,04,72,수원M,동수원,045
16501,B6,496,04,71,수원M,동수원,046
16516,B6,496,06,69,수원M,동수원,644
16499,B6,496,04,54,수원M,동수원,046
16529,B6,496,04,75,수원M,동수원,041
16519,B6,496,04,75,수원M,동수원,045
16506,B6,496,05,81,수원M,동수원,052
16509,B6,496,05,91,수원M,동수원,056
16226,B6,496,05,82,수원M,동수원,057
16508,B6,496,05,88,수원M,동수원,052
16227,B6,496,54,54,수원M,동수원,540
16228,B6,496,05,89,수원M,동수원,058
16222,B6,496,05,80,수원M,동수원,058
16224,B6,496,05,82,수원M,동수원,058
16223,B6,496,05,82,수원M,동수원,057
16505,B6,496,05,87,수원M,동수원,052
16507,B6,496,06,91,수원M,동수원,651
16225,B6,496,05,90,수원M,동수원,057
16495,B6,496,05,85,수원M,동수원,053
16229,B6,496,05,85,수원M,동수원,058
16504,B6,496,54,54,수원M,동수원,658
16230,B6,496,05,83,수원M,동수원,051
16511,B6,496,04,68,수원M,동수원,047
16512,B6,496,04,63,수원M,동수원,643
16510,B6,496,06,68,수원M,동수원,647
16211,B7,495,01,10,안양물,수원,013
16301,B7,495,02,11,안양물,수원,000
16306,B7,495,02,10,안양물,수원,029
16307,B7,495,02,10,안양물,수원,029
16303,B7,495,02,11,안양물,수원,021
16304,B7,495,02,08,안양물,수원,021
16302,B7,495,02,10,안양물,수원,029
16299,B7,495,02,09,안양물,수원,024
16300,B7,495,02,11,안양물,수원,011
16296,B7,495,02,09,안양물,수원,024
16297,B7,495,02,09,안양물,수원,024
16298,B7,495,02,09,안양물,수원,021
16305,B7,495,02,08,안양물,수원,021
16265,B7,495,01,04,안양물,수원,017
16266,B7,495,01,04,안양물,수원,017
16216,B7,495,01,02,안양물,수원,013
16220,B7,495,01,02,안양물,수원,013
16219,B7,495,01,03,안양물,수원,013
16221,B7,495,01,04,안양물,수원,017
16215,B7,495,01,02,안양물,수원,013
16213,B7,495,01,01,안양물,수원,013
16218,B7,495,01,13,안양물,수원,013
16214,B7,495,01,01,안양물,수원,013
16217,B7,495,01,03,안양물,수원,013
16276,B7,495,01,05,안양물,수원,017
16269,B7,495,01,06,안양물,수원,017
16273,B7,495,01,10,안양물,수원,012
16268,B7,495,01,05,안양물,수원,017
16271,B7,495,01,09,안양물,수원,000
16274,B7,495,01,08,안양물,수원,012
16272,B7,495,01,07,안양물,수원,012
16277,B7,495,01,05,안양물,수원,017
16267,B7,495,01,05,안양물,수원,017
16270,B7,495,01,09,안양물,수원,012
16275,B7,495,01,05,안양물,수원,017
16417,B7,495,03,11,안양물,수원,033
16363,B7,495,03,11,안양물,수원,037
16360,B7,495,03,12,안양물,수원,033
16352,B7,495,03,07,안양물,수원,000
16358,B7,495,03,08,안양물,수원,000
16361,B7,495,03,10,안양물,수원,000
16357,B7,495,03,09,안양물,수원,037
16353,B7,495,03,07,안양물,수원,000
16362,B7,495,03,12,안양물,수원,033
16355,B7,495,03,09,안양물,수원,035
16354,B7,495,03,09,안양물,수원,035
16356,B7,495,03,09,안양물,수원,037
16416,B7,495,03,11,안양물,수원,037
16359,B7,495,03,10,안양물,수원,033
16418,B7,495,03,06,안양물,수원,033
16345,B7,495,04,12,안양물,수원,048
16210,B7,495,04,12,안양물,수원,048
16200,B7,495,04,12,안양물,수원,048
16208,B7,495,04,12,안양물,수원,048
16342,B7,495,04,12,안양물,수원,048
16341,B7,495,04,12,안양물,수원,048
16209,B7,495,04,12,안양물,수원,048
16344,B7,495,04,11,안양물,수원,047
16343,B7,495,04,11,안양물,수원,048
16340,B7,495,02,10,안양물,수원,000
16312,B7,495,04,02,안양물,수원,046
16336,B7,495,04,12,안양물,수원,000
16346,B7,495,04,12,안양물,수원,000
16337,B7,495,04,12,안양물,수원,000
16339,B7,495,04,06,안양물,수원,000
16315,B7,495,04,03,안양물,수원,044
16311,B7,495,04,01,안양물,수원,046
16314,B7,495,04,03,안양물,수원,044
16313,B7,495,04,01,안양물,수원,000
16318,B7,495,04,06,안양물,수원,000
16331,B7,495,04,03,안양물,수원,044
16317,B7,495,04,04,안양물,수원,045
16319,B7,495,04,14,안양물,수원,044
16316,B7,495,04,03,안양물,수원,045
16338,B7,495,04,12,안양물,수원,047
16327,B7,495,04,12,안양물,수원,047
16328,B7,495,03,02,안양물,수원,044
16330,B7,495,03,01,안양물,수원,043
16334,B7,495,04,05,안양물,수원,047
16333,B7,495,04,07,안양물,수원,045
16332,B7,495,04,07,안양물,수원,047
16320,B7,495,04,14,안양물,수원,044
16335,B7,495,04,05,안양물,수원,047
16420,B7,495,03,05,안양물,수원,000
16309,B7,495,02,04,안양물,수원,024
16294,B7,495,01,11,안양물,수원,011
16310,B7,495,02,04,안양물,수원,024
16293,B7,495,02,01,안양물,수원,000
16280,B7,495,02,02,안양물,수원,023
16281,B7,495,02,06,안양물,수원,000
16282,B7,495,02,01,안양물,수원,023
16288,B7,495,02,04,안양물,수원,029
16284,B7,495,02,05,안양물,수원,029
16278,B7,495,02,01,안양물,수원,023
16285,B7,495,02,05,안양물,수원,029
16283,B7,495,02,06,안양물,수원,023
16286,B7,495,02,05,안양물,수원,029
16295,B7,495,02,01,안양물,수원,021
16279,B7,495,01,13,안양물,수원,011
16308,B7,495,02,04,안양물,수원,024
16287,B7,495,02,04,안양물,수원,029
16292,B7,495,02,01,안양물,수원,024
16325,B7,495,03,04,안양물,수원,032
16324,B7,495,03,03,안양물,수원,000
16323,B7,495,03,03,안양물,수원,000
16322,B7,495,03,07,안양물,수원,000
16329,B7,495,03,04,안양물,수원,043
16421,B7,495,03,05,안양물,수원,000
16326,B7,495,03,04,안양물,수원,000
16419,B7,495,03,11,안양물,수원,037
16206,B7,495,02,14,안양물,수원,000
16205,B7,495,02,13,안양물,수원,000
16204,B7,495,02,13,안양물,수원,027
16349,B7,495,02,12,안양물,수원,027
16347,B7,495,02,15,안양물,수원,027
16350,B7,495,02,12,안양물,수원,027
16202,B7,495,02,13,안양물,수원,027
16203,B7,495,02,13,안양물,수원,027
16201,B7,495,02,13,안양물,수원,027
16207,B7,495,02,14,안양물,수원,027
16348,B7,495,02,15,안양물,수원,027
16351,B7,495,02,12,안양물,수원,027
16290,B7,495,01,10,안양물,수원,013
16212,B7,495,01,10,안양물,수원,000
16289,B7,495,01,10,안양물,수원,013
16291,B7,495,01,10,안양물,수원,013
16448,B7,495,08,09,안양물,수원,081
16446,B7,495,08,09,안양물,수원,081
16447,B7,495,08,10,안양물,수원,081
16445,B7,495,08,13,안양물,수원,073
16454,B7,495,08,12,안양물,수원,073
16453,B7,495,08,13,안양물,수원,088
16452,B7,495,08,10,안양물,수원,088
16444,B7,495,08,09,안양물,수원,081
16463,B7,495,07,05,안양물,수원,078
16464,B7,495,07,05,안양물,수원,000
16462,B7,495,07,05,안양물,수원,078
16465,B7,495,07,05,안양물,수원,079
16264,B7,495,07,04,안양물,수원,066
16263,B7,495,07,04,안양물,수원,066
16256,B7,495,07,03,안양물,수원,000
16257,B7,495,07,03,안양물,수원,078
16260,B7,495,07,01,안양물,수원,078
16261,B7,495,07,01,안양물,수원,078
16259,B7,495,07,01,안양물,수원,078
16258,B7,495,07,01,안양물,수원,078
16467,B7,495,07,06,안양물,수원,079
16469,B7,495,07,08,안양물,수원,079
16466,B7,495,07,05,안양물,수원,099
16455,B7,495,07,10,안양물,수원,073
16622,B7,495,07,12,안양물,수원,083
16456,B7,495,07,08,안양물,수원,073
16460,B7,495,07,09,안양물,수원,079
16457,B7,495,07,11,안양물,수원,073
16255,B7,495,07,03,안양물,수원,078
16254,B7,495,07,03,안양물,수원,078
16253,B7,495,07,01,안양물,수원,078
16252,B7,495,07,04,안양물,수원,078
16251,B7,495,07,04,안양물,수원,078
16262,B7,495,07,02,안양물,수원,078
16239,B7,495,06,06,안양물,수원,000
16498,B7,495,06,04,안양물,수원,000
16240,B7,495,06,06,안양물,수원,000
16235,B7,495,06,02,안양물,수원,000
16237,B7,495,06,05,안양물,수원,062
16497,B7,495,06,04,안양물,수원,068
16238,B7,495,06,06,안양물,수원,062
16234,B7,495,06,02,안양물,수원,000
16233,B7,495,06,01,안양물,수원,067
16493,B7,495,06,09,안양물,수원,067
16494,B7,495,06,03,안양물,수원,068
16496,B7,495,06,04,안양물,수원,068
16232,B7,495,06,01,안양물,수원,067
16236,B7,495,06,02,안양물,수원,062
16231,B7,495,06,07,안양물,수원,062
16492,B7,495,09,03,안양물,수원,099
16490,B7,495,05,08,안양물,수원,000
16487,B7,495,05,11,안양물,수원,051
16474,B7,495,05,02,안양물,수원,054
16471,B7,495,05,03,안양물,수원,000
16491,B7,495,05,14,안양물,수원,055
16482,B7,495,05,02,안양물,수원,066
16479,B7,495,05,04,안양물,수원,051
16489,B7,495,09,09,안양물,수원,092
16484,B7,495,05,11,안양물,수원,066
16475,B7,495,05,04,안양물,수원,000
16470,B7,495,05,01,안양물,수원,000
16476,B7,495,05,04,안양물,수원,051
16483,B7,495,05,11,안양물,수원,066
16481,B7,495,05,02,안양물,수원,066
16480,B7,495,05,05,안양물,수원,051
16472,B7,495,05,01,안양물,수원,054
16534,B7,495,05,06,안양물,수원,059
16485,B7,495,05,07,안양물,수원,059
16486,B7,495,05,07,안양물,수원,059
16250,B7,495,07,04,안양물,수원,078
16243,B7,495,06,11,안양물,수원,066
16244,B7,495,06,11,안양물,수원,066
16247,B7,495,06,12,안양물,수원,066
16242,B7,495,06,11,안양물,수원,066
16249,B7,495,06,10,안양물,수원,066
16248,B7,495,06,11,안양물,수원,066
16246,B7,495,06,12,안양물,수원,066
16245,B7,495,06,10,안양물,수원,066
16241,B7,495,06,11,안양물,수원,066
16443,B7,495,08,05,안양물,수원,083
16422,B7,495,08,06,안양물,수원,082
16321,B7,495,08,04,안양물,수원,082
16441,B7,495,08,02,안양물,수원,081
16442,B7,495,08,03,안양물,수원,083
16435,B7,495,08,16,안양물,수원,083
16434,B7,495,08,02,안양물,수원,083
16440,B7,495,08,01,안양물,수원,086
16439,B7,495,08,02,안양물,수원,081
16432,B7,495,08,06,안양물,수원,082
16433,B7,495,08,04,안양물,수원,086
16438,B7,495,08,04,안양물,수원,086
16437,B7,495,08,12,안양물,수원,083
16425,B7,495,08,06,안양물,수원,082
16423,B7,495,08,07,안양물,수원,082
16424,B7,495,08,06,안양물,수원,082
16436,B7,495,08,02,안양물,수원,083
15069,B8,422,02,64,부평물,시흥,022
15046,B8,422,02,61,부평물,시흥,045
15067,B8,422,02,61,부평물,시흥,022
15071,B8,422,02,62,부평물,시흥,022
15072,B8,422,02,62,부평물,시흥,022
15004,B8,422,02,61,부평물,시흥,045
15043,B8,422,02,60,부평물,시흥,045
15044,B8,422,02,60,부평물,시흥,045
15070,B8,422,02,63,부평물,시흥,022
15045,B8,422,02,61,부평물,시흥,022
15003,B8,422,02,61,부평물,시흥,045
15007,B8,422,02,60,부평물,시흥,045
15068,B8,422,02,61,부평물,시흥,022
14925,B8,423,01,07,부평물,시흥대야,202
14929,B8,423,01,07,부평물,시흥대야,202
14928,B8,423,01,07,부평물,시흥대야,202
14924,B8,423,01,07,부평물,시흥대야,202
14901,B8,423,01,07,부평물,시흥대야,202
14923,B8,423,01,07,부평물,시흥대야,202
15120,B8,423,01,07,부평물,시흥대야,202
14927,B8,423,01,08,부평물,시흥대야,204
14926,B8,423,01,08,부평물,시흥대야,204
14932,B8,423,01,09,부평물,시흥대야,204
14979,B8,422,07,13,부평물,시흥,013
14991,B8,422,07,13,부평물,시흥,013
14993,B8,422,07,13,부평물,시흥,013
14992,B8,422,07,13,부평물,시흥,013
14994,B8,422,07,13,부평물,시흥,013
14978,B8,422,07,11,부평물,시흥,013
14998,B8,422,07,19,부평물,시흥,013
14973,B8,422,07,12,부평물,시흥,000
14997,B8,422,07,16,부평물,시흥,075
14999,B8,422,07,17,부평물,시흥,075
15000,B8,422,02,62,부평물,시흥,022
14981,B8,423,03,13,부평물,시흥대야,105
14980,B8,423,03,13,부평물,시흥대야,105
14931,B8,423,03,13,부평물,시흥대야,105
14982,B8,422,01,01,부평물,시흥,017
14934,B8,422,01,01,부평물,시흥,017
14983,B8,422,01,01,부평물,시흥,017
14984,B8,422,01,01,부평물,시흥,017
15121,B8,422,07,18,부평물,시흥,075
14995,B8,422,07,14,부평물,시흥,000
14905,B8,423,01,04,부평물,시흥대야,201
14911,B8,423,01,06,부평물,시흥대야,201
14902,B8,423,01,01,부평물,시흥대야,201
14915,B8,423,01,03,부평물,시흥대야,201
14900,B8,423,01,01,부평물,시흥대야,201
14907,B8,423,01,03,부평물,시흥대야,202
14906,B8,423,01,03,부평물,시흥대야,201
14909,B8,423,01,05,부평물,시흥대야,203
14904,B8,423,01,05,부평물,시흥대야,203
14912,B8,423,01,06,부평물,시흥대야,201
14908,B8,423,01,06,부평물,시흥대야,201
14914,B8,423,01,06,부평물,시흥대야,201
14913,B8,423,01,28,부평물,시흥대야,104
14903,B8,423,01,01,부평물,시흥대야,201
14942,B8,423,03,10,부평물,시흥대야,105
14939,B8,423,03,13,부평물,시흥대야,105
14941,B8,423,03,10,부평물,시흥대야,105
14940,B8,423,55,55,부평물,시흥대야,550
14944,B8,423,02,24,부평물,시흥대야,205
14935,B8,422,01,04,부평물,시흥,014
14987,B8,422,01,04,부평물,시흥,014
14985,B8,422,01,02,부평물,시흥,017
14933,B8,423,01,09,부평물,시흥대야,204
14990,B8,422,07,12,부평물,시흥,014
14945,B8,423,02,25,부평물,시흥대야,205
